id,teks,emosi
756,Thread Kontroversi Menteri Keuangan Baru Purbaya Yudi Sadewo,negatif
757,Analisis publik terhadap figur Menteri Keuangan baru,negatif
758,Konten resmi memperkenalkan Menteri Keuangan baru,negatif
759,Sri Mulyani Mundur Misteri amp Konsekuensi Ekonomi,negatif
760,Pergantian Menteri Keuangan ke tangan Purbaya Yudhi Sadewa dalam reshuffle kabinet terbaru Presiden Prabowo Subianto memunculkan harapan baru Selengkapnya di,positif
761,Sri Mulyani ini harus segera diganti dan diperiksa bisa jadi dari sini awal mula Petaka Skandal Keuangan di Republik ini mas Broo,negatif
762,Ternyata utk menutupi tak ada perubahan pergantian menteri keuangan Purbaya sll menampilkan Gimmic2 Belaka,negatif
763,Loh kenapaaaa takut yaa sama bapak menteri keuangan baru pdhl bapak ini baik niatnya,negatif
764,Rupiah Melemah Dipengaruhi Pergantian Menteri Keuangan,negatif
765,Luar biasa untuk Indonesia Di video kali ini beliau adalah Menteri keuangan Baru Indonesia Ada Kata kata Dari Menkeu Bahwa Itu Adalah Sinyal Baik Untuk Semua Pionir Tunggu apalagi Kode Sudah Di sampaikan langsung Dari Menteri keuangan yg baru Di mana Arah uang,positif
766,Serah terima jabatan Menteri Keuangan berlangsung resmi,negatif
767,Alhamdulillah bisa bersilaturahmi dengan Menteri Keuangan Menkeu Pak Purbaya Yudhi Sadewa Kami berdiskusi di kantor beliau tentang banyak hal Utamanya bagaimana Kadin Indonesia sebagai mitra strategis pemerintah bisa berkolaborasi dengan Kemenkeu,negatif
768,Presiden Tepis Tudingan Adanya Pergantian Menteri Keuangan,negatif
769,Analis menilai beban berat Menteri Keuangan baru,negatif
770,Menteri keuangan baru track recordnya ex field engineer schlumberger anjir gacor bgt pak,negatif
771,Menteri Keuangan Baru Janji Jaga Defisit APBN amp Injeksi Rp200T ke Sistem Perbankan More story,negatif
772,Sri Mulyani mundur dari jabatan Menteri Keuangan pada 8 September 2025 setelah reshuffle kabinet oleh Presiden Prabowo Ia hadir di serah terima jabatan pada 9 September dan meminta privasi Tidak ada laporan resmi bahwa ia kabur rumahnya dirusak massa pada 31 Agustus amid,negatif
773,Sri Mulyani meminta privasi pasca serah terima jabatan,negatif
774,Hallo sobat Laporpajak Ribuan aduan wajib pajak masuk ke kanal Lapor Pak Purbaya Menteri Keuangan berjanji menindak tegas oknum fiskus yang tidak profesional,negatif
775,Momen Pak menepuk pundak Menkeu Purbaya dan Menhut Raja Juli saat penyerahan dana korupsi penyalahgunaan wewenang pemanfaatan hutan oleh Kejaksaan kepada negara 2 institusi yg dinilai berjasa selain Kejaksaan Agung tentunya,negatif
776,Sangat setuju dg Pak Purbaya Menteri keuangan bea cukai itu ladang basah tempat para mafia pelabuhan melakukan korupsi sejak era orde baru sampai saat ini Orang orang bea cukai gak ada yg hidupnya miskin,negatif
777,Pergantian Menkeu berpotensi melanggar undang undang karena dapat menyebabkan ketidakpastian kebijakan ekonomi,negatif
778,Akademisi menilai pergantian Menteri Keuangan membuka babak baru kebijakan fiskal,negatif
779,Sri Mulyani Dikabarkan Mundur Wamen Keuangan hingga Menko Airlangga Pilih Bungkam,negatif
780,Luar biasa untuk Indonesia Di video kali ini beliau adalah Menteri keuangan Baru Indonesia Ada Kata kata Dari Menkeu Bahwa Itu Adalah Sinyal Baik Untuk Semua Pionir Tunggu apalagi Kode Sudah Di sampaikan langsung Dari Menteri keuangan yg baru Di mana Arah uang,positif
781,Diskusi elite ekonomi soal Menteri Keuangan baru,negatif
782,Drama awal kepemimpinan Menteri Keuangan baru menjadi sorotan,negatif
783,Pakistan menunjuk Muhammad Aurangzeb sebagai Menteri Keuangan baru di tengah goncangan perekonomian yang sedang melanda negara tersebut,negatif
784,Rupiah Kembali Loyo di Akhir Pekan Dipengaruhi oleh pergantian Menteri Keuangan dan rencana kenaikan harga BB,negatif
785,Sri Mulyani mundur,negatif
786,Presiden terpilih Prabowo Subianto diam diam sudah mengantongi nama Menteri Keuangan baru Siapa ya kira kira,negatif
787,Mundur bahasa lain dari lengser keprabon Mulyani Mundur atau Dicopot Istana Buka Suara,negatif
788,STOP SCROLLING Waktunya spill berita berita paling viral minggu ini Ini dia highlight nya Kasus keracunan MBG Penyitaan buku yang jadi kontroversi Pegawai Shell kok pada jualan kopi Menteri keuangan baru dengan gebrakan gebrakan barunya,positif
789,Indef menilai Agus Marto tidak cocok di Bank Indonesia dan pergantian Menteri Keuangan sangat berisiko dalam kondisi perekonomian saat ini,negatif
790,Harapan publik agar Menteri Keuangan baru bekerja nyata,positif
791,Investor mencermati dampak pergantian Menteri Keuangan terhadap pasar saham,negatif
792,Pak Purbaya menggantikan bu Sri Mulyani sebagai Menteri Keuangan,negatif
793,Sterling Mengkonsolidasikan Keuntungan setelah Pergantian Menteri Keuangan readmore,negatif
794,Dukungan menteri keuangan pak Purbaya jangan mau bayar hutang kereta cepat itu,positif
795,Komentar ringan publik terhadap penampilan Menteri Keuangan baru,negatif
796,Menteri Keuangan baru berjanji menjaga stabilitas fiskal,positif
797,Konten resmi memperkenalkan Menteri Keuangan baru,negatif
798,Pengamat menilai penundaan transfer dana akibat pergantian Menteri Keuangan,negatif
799,Netizen mengkritik gaya bicara Menteri Keuangan baru,negatif
800,Indef Agus Marto Tak Cocok di Bank Indonesia pergantian Menteri Keuangan sangat berisiko dalam kondisi perek,negatif
801,Sterling Mengkonsolidasikan Keuntungan setelah Pergantian Menteri Keuangan readmore,negatif
802,Pergantian Menteri Keuangan dinilai berdampak signifikan pada sektor keuangan,negatif
803,Berarti saat ini Indonesia emang gelap wok Jadi kalau pidato pilih topik yg lain aja skrng Nih lihat MENTERI KEUANGAN baru yg bilang,negatif
804,MENTERI Keuangan Menkeu Purbaya Yudhi Sadewa membuat aturan terkait kelonggaran bagi Direktorat Jenderal Pajak atau DJP soal pengisian jabatan baru hingga akhir 2026,negatif
805,Interaksi santai publik dengan Menteri Keuangan baru,negatif
806,Proses penandatanganan Menteri Keuangan baru menjadi perhatian,negatif
807,Gerindra Bantah Isu Pergantian Menteri Keuangan Sri Mulyani,negatif
808,bahaya bgt ini negara sampe sri mulyani diganti siaga 3,negatif
809,Presiden menepis kabar pergantian Menteri Keuangan,negatif
810,Pergantian Menteri Keuangan menjadi sorotan utama dalam reshuffle kabinet,negatif
811,Pergantian Menteri Keuangan dari Sri Mulyani ke Purbaya menimbulkan pertanyaan apakah akan berdampak pada pendanaan pendidikan atau tetap sejalan dengan kebijakan fiskal sebelumnya Simak selengkapnya dalam video berikut,negatif
812,Well done Pak Merci beaucoup Jendral sdh menunjuk Pak Purbaya sbg menteri keuangan GOD Bless you all,negatif
813,Kebijakan impor dibahas kembali oleh Kementerian Keuangan,negatif
814,Klarifikasi cepat Menteri Keuangan baru di hari pertama,negatif
815,Gebrakan lanjutan Menteri Keuangan baru kembali disorot,positif
816,Dampak pelantikan Menteri Keuangan baru terhadap pasar saham,negatif
817,Hatta Isu Itu 1 000 Persen Tak Benar Isu pergantian Menteri Keuangan Mekeu Sri Mulyani berhembus kencang Namu,negatif
818,Kebijakan awal Menteri Keuangan baru menarik perhatian publik,negatif
819,Opini positif publik terhadap kinerja Menteri Keuangan baru,positif
820,BAPAK SAMA ANAK SAMA SAMA MENYALA Anak Menkeu Purbaya cerita Mecat pegawai pajak yang lagi Ngerugpull ketika jam kerja,negatif
821,Cek Fakta Tidak Benar Ini Video Menteri Keuangan Sri Mulyani Mundur dari Kabinet,negatif
822,Gara gara Pak Purbaya AHY Dan Dody Hanggodo kelihatan tak bisa Kerja Sampai rakyat ngadu ke Menkeu soal infrastruktur Kritik buat Mas lebih sigap Dan responsif lah jadi menko Malu Sama menteri keuangan Senin 1 Tahun Pemerintahan Prabowo,negatif
823,Dukungan menteri keuangan pak Purbaya jangan mau bayar hutang kereta cepat itu,positif
824,Rupiah Kembali Loyo di Akhir Pekan Dipengaruhi oleh pergantian Menteri Keuangan dan rencana kenaikan harga BB,negatif
825,Pengamat menilai penundaan transfer dana akibat pergantian Menteri Keuangan,negatif
826,Sri Mulyani Mundur atau Dicopot Istana Buka Suara,negatif
827,Kok berasa sedih yah Menteri Keuangan Bu Sri Mulyani diganti terasa gmn gitu Kayak ga adil Udah dijarah pulak hiks,negatif
828,Pemerintah menegaskan pergantian Menteri Keuangan tidak mengganggu program perumahan,negatif
829,Aku deg²kan Ketika Sri Mulyani diganti,negatif
830,Analisis publik terhadap figur Menteri Keuangan baru,negatif
831,SAYANG JIKA TIDAK DI DUKUNG Menkeu Purbaya mengungkapkan Direktorat Jenderal Bea Cukai terancam dibekukan karena kinerja yang kurang memuaskan di mata pimpinan tertinggi negara hingga masyarakat Purbaya sudah meminta waktu untuk membenahi Bea Cukai selama 1 tahun kepada,positif
832,Bayangkan Seandainya 10 tahun yang lalu Pak Purbaya ini yang jadi Menteri Keuangan,negatif
833,Istana Belum Mau Singgung Pergantian Menteri Keuangan,negatif
834,Isu kedekatan Menteri Keuangan baru dengan elite politik,negatif
835,WEEEEEH SRI MULYANI DIGANTI GUE GA SANGGUP SYOK BANGETTT SIAPA YG BISA LEBIH CAPABLE DARI DIA ANJRIT WALAU KEBIJAKANNYA LATELY JUGA KONTROVERSIAL,negatif
836,Rupiah Melemah Dipengaruhi Pergantian Menteri Keuangan,negatif
837,Ternyata gerhana bulan blood moon memang berpengaruh ke IHSG Bulannya merah ihsgnya merah Masalah katanya karenaibu sri mulyani diganti itu cuma jadi katalis aja agar terjadi,negatif
838,Ebuseeeeeettt anak menteri keuangan baru,negatif
839,Cek Fakta Tidak Benar Ini Video Menteri Keuangan Sri Mulyani Mundur dari Kabinet,negatif
840,Indef Agus Marto Tak Cocok di Bank Indonesia pergantian Menteri Keuangan sangat berisiko dalam kondisi perek,negatif
841,SAYANG JIKA TIDAK DI DUKUNG Menkeu Purbaya mengungkapkan Direktorat Jenderal Bea Cukai terancam dibekukan karena kinerja yang kurang memuaskan di mata pimpinan tertinggi negara hingga masyarakat Purbaya sudah meminta waktu untuk membenahi Bea Cukai selama 1 tahun kepada,positif
842,Menteri Keuangan baru menggantikam Sri Mulyani nih,negatif
843,Cuman akun Kemenkeu yg posting positif pergantian menteri keuangan,positif
844,Isu viral mingguan menyoroti Menteri Keuangan baru,negatif
845,Istana Belum Mau Singgung Pergantian Menteri Keuangan,negatif
846,Rill Baru bbrp hari lalu bahas sm ibu kos kalo bu sri mulyani diganti siapa yang bisa gantiin Kejadian benerann,negatif
847,Entahlah SRI Mulyani Mundur Reaksi Cak Imin Vs Ahmad Muzani Jadi Sorotan Warganet,negatif
848,Pengamat Penundaan Transfer DAU Efek Pergantian Menteri Keuangan,negatif
849,Berita resmi pelantikan Menteri Keuangan baru,negatif
850,Hasyim Sebut Sri Mulyani Dijadikan Kambing Hitam Beliau Mundur Karena Negara Tak Melindungi,negatif
851,Bu Sri Mulyani mundur terlepas dr cocotee semoga yg gantiin lebih bagus dr kinerja dia,negatif
852,Sri Mulyani Mundur atau Dicopot,negatif
853,Gebrakan lanjutan Menteri Keuangan baru terus disorot,positif
854,Menteri Keuangan baru berjanji menjaga stabilitas fiskal,positif
855,Menteri Keuangan baru optimistis pertumbuhan ekonomi,positif
856,Siapa yg diuntungkan kalo Sri Mulyani mundur,negatif
857,Pergantian Menteri Keuangan Sri Mulyani disebut sebagai solusi saling menguntungkan,negatif
858,Bayangkan Seandainya 10 tahun yang lalu Pak Purbaya ini yang jadi Menteri Keuangan,negatif
859,Masalah yang Ditinggalkan Sri Mulyani dan Harus Dibereskan Menteri Keuangan Baru Purbaya Yudhi Sadewa di Industri Tembakau Sebuah utas,negatif
860,Sri Mulyani Mundur atau Dicopot Istana Buka Suara,negatif
861,Gebrakan lanjutan Menteri Keuangan baru kembali disorot,positif
862,Cek Fakta Tidak Benar Ini Video Menteri Keuangan Sri Mulyani Mundur dari Kabinet,negatif
863,Istana Belum Mau Singgung Pergantian Menteri Keuangan,negatif
864,Investor mencermati dampak pergantian Menteri Keuangan terhadap pasar saham,negatif
865,Menteri Keuangan baru menyampaikan permintaan maaf kepada publik,negatif
866,Diskusi mengenai dampak pergantian Menteri Keuangan di sektor finansial,negatif
867,Dampak pergantian Menteri Keuangan menjadi topik utama diskusi ekonomi,negatif
868,Presiden menepis kabar pergantian Menteri Keuangan,negatif
869,Menteri Keuangan baru langsung gas bacotnya,negatif
870,Menkeu Purbaya Heran Serangan AS ke Venezuela Lolos Pantauan PBB,negatif
871,Isu pergantian Menteri Keuangan Mekeu Sri Mulyani berhembus kencang Namun Menko Perekonomian Hatta Rajasa menam,negatif
872,Menteri Keuangan baru menggantikam Sri Mulyani nih,negatif
873,Dukungan publik terhadap Menteri Keuangan baru,positif
874,AutoTweet Ini Alasan DPR Minta Tambahan Calon Gubernur BI Pergantian Menteri Keuangan dinilai akan mempenga,negatif
875,Pengamat Penundaan Transfer DAU Efek Pergantian Menteri Keuangan,negatif
876,Breaking news Akhirnya Sri Mulyani mundur,negatif
877,Presiden Prabowo memerintahkan kpd Menkeu Purbaya utk mengaudit Dana Desa Sip lah Gasss jangan pake rem,negatif
878,Netizen membahas blunder awal Menteri Keuangan baru,negatif
879,Menteri Keuangan Purbaya Yudhi Sadewa tengah dibuat kesal oleh laporan masyarakat yang menyebut ada seorang pegawai Bea dan Cukai kedapatan nongkrong di salah satu kafe ternama saat jam kerja Laporan tersebut datang melalui kanal pengaduan Lapor Pak Purbaya yang baru 2 hari,negatif
880,SAYANG JIKA TIDAK DI DUKUNG Menkeu Purbaya mengungkapkan Direktorat Jenderal Bea Cukai terancam dibekukan karena kinerja yang kurang memuaskan di mata pimpinan tertinggi negara hingga masyarakat Purbaya sudah meminta waktu untuk membenahi Bea Cukai selama 1 tahun kepada,positif
881,Isu viral mingguan menyoroti Menteri Keuangan baru,negatif
882,Diskusi mengenai dampak pergantian Menteri Keuangan di sektor finansial,negatif
883,Kontroversi unggahan keluarga Menteri Keuangan baru,negatif
884,Fokus Presiden Kabar Pergantian Menteri Keuangan adalah Politik Fiksi,negatif
885,Anak Menteri Keuangan baru Purbaya Yudhi Sadewa nyebut Sri Mulyani sebagai agen CIA,negatif
886,Sri Mulyani meminta privasi pasca serah terima jabatan,negatif
887,Gerindra Bantah Isu Pergantian Menteri Keuangan Sri Mulyani,negatif
888,Sri mulyani diganti bendaharaku pas SMK aja,negatif
889,Menanti Gebrakan Menkeu Purbaya Yudhi Sadewa Pergantian Menteri Keuangan dari Sri Mulyani Indrawati kepada Purbaya Yudhi Sadewa terus memunculkan respons dari kalangan ekonom dan akademisi Salah satunya datang dari Direktur Riset Institute for Development of Economics and,positif
890,Efek kebijakan Menteri Keuangan baru terhadap sistem pajak,negatif
891,Komentar ringan publik terhadap penampilan Menteri Keuangan baru,negatif
892,Presiden menggelar diskusi ekonomi nasional pasca pergantian Menteri Keuangan,negatif
893,Diskusi elite ekonomi soal Menteri Keuangan baru,negatif
894,Pergantian Menteri Keuangan kembali menjadi sorotan media nasional,negatif
895,Sri Mulyani direshuffle diganti Sri Lanka,negatif
896,Intip Pandangan Ekonom Tentang Menteri Keuangan Baru via,negatif
897,Istana Belum Mau Singgung Pergantian Menteri Keuangan,negatif
898,tbh kayanya bu sri mulyani diganti agak ngeri ya,negatif
899,mending buang aja deh menteri keuangan baru itu anaknya kagak jelas gini,negatif
900,Analis internasional menilai pergantian Menteri Keuangan berpotensi mengubah arah fiskal,negatif
901,Video Terpopuler Sepekan Sri Mulyani Diganti Purbaya hingga Banjir Bandang Bali,negatif
902,Momen perpisahan Sri Mulyani sebagai Menteri Keuangan,negatif
903,Menteri Keuangan Purbaya Yudhi Sadewa membacakan sejumlah laporan masyarakat yang masuk lewat kanal Lapor Pak Purbaya Selengkapnya di video berikut ini,negatif
904,Menteri Keuangan Purbaya Yudhi Sadewa memastikan dirinya akan turun langsung memantau proses penanganan aduan masyarakat yang masuk melalui kanal WhatsApp Lapor Pak Purbaya Langkah ini dilakukan untuk memastikan setiap laporan benar benar ditindaklanjuti oleh jajaran Kemenkeu,negatif
905,omaga sri mulyani diganti,negatif
906,Positifnya Menteri keuangan baru,positif
907,Menteri Keuangan Purbaya Yudhi Sadewa tengah dibuat kesal oleh laporan masyarakat yang menyebut ada seorang pegawai Bea dan Cukai kedapatan nongkrong di salah satu kafe ternama saat jam kerja Laporan tersebut datang melalui kanal pengaduan Lapor Pak Purbaya yang baru 2 hari,negatif
908,Bisa kan pak Purbaya sebagai menteri keuangan stop anggaran nya untuk beli gas air mata Buat Polri,negatif
909,Sri Mulyani mundur,negatif
910,Menteri Keuangan Purbaya Luncurkan Layanan Aduan Lapor Pak Purbaya Lewat WhatsApp,negatif
911,Pasar modal bereaksi negatif terhadap pergantian Menteri Keuangan,negatif
912,Kontroversi unggahan keluarga Menteri Keuangan baru kembali viral,negatif
913,Isu kedekatan Menteri Keuangan baru dengan elite politik,negatif
914,Kata Presiden Gak Peduli dg Saham Polisi Ngurus IHSG TNI Ngurus ketahanan pangan Menteri Keuangan ngurus Ormas Jangan lupa petugasnya dibekali senjata laras panjang jika ada investor yg mau kabur DORRR Tembak di tempat,negatif
915,SAYANG JIKA TIDAK DI DUKUNG Menkeu Purbaya mengungkapkan Direktorat Jenderal Bea Cukai terancam dibekukan karena kinerja yang kurang memuaskan di mata pimpinan tertinggi negara hingga masyarakat Purbaya sudah meminta waktu untuk membenahi Bea Cukai selama 1 tahun kepada,positif
916,Indef Agus Marto Tak Cocok di Bank Indonesia pergantian Menteri Keuangan sangat berisiko dalam kondisi perek,negatif
917,Sri Mulyani diganti IHSG langsung merah Asik bisa nyeroook,negatif
918,sri mulyani diganti ama sri rejeki,negatif
919,Nonton sambil membayangkan menteri keuangan baru yg songong itu diperlakukan gini sm demonstran,negatif
920,Euforia Sesaat Sri Mulyani Diganti Saham Rokok Pagi Ini Terkapar,negatif
921,HAHHHH ini sri mulyani diganti siapa,negatif
922,Ternyata utk menutupi tak ada perubahan pergantian menteri keuangan Purbaya sll menampilkan Gimmic2 Belaka,negatif
923,Hai Kawan Prima Menteri Keuangan baru saja menerbitkan aturan baru tingkatkan fleksibelitas penyerahan SKA lho Penasaran dengan detailnya Yuk kita lihat infografisnya pada unggahan ini,negatif
924,Istana Belum Mau Singgung Pergantian Menteri Keuangan,negatif
925,Dukungan publik terhadap Menteri Keuangan baru,positif
926,Bu Sri Mulyani diganti sebagai Menteri Keuangan Hyperinflation gooooooooo,negatif
927,Jokowi mendukung hak prerogatif Presiden terkait pergantian Menteri Keuangan,positif
928,Akhirnya Menkeu Sri Mulyani diganti Purbaya Yudhi Sadewa Lulusan ITB Interesting,negatif
929,Cek Fakta Tidak Benar Ini Video Menteri Keuangan Sri Mulyani Mundur dari Kabinet,negatif
930,Respons akademisi terhadap pergantian Menteri Keuangan semakin menguat,negatif
931,Ebuseeeeeettt anak menteri keuangan baru,negatif
932,WEEEEEH SRI MULYANI DIGANTI GUE GA SANGGUP SYOK BANGETTT SIAPA YG BISA LEBIH CAPABLE DARI DIA ANJRIT WALAU KEBIJAKANNYA LATELY JUGA KONTROVERSIAL,negatif
933,Sangat setuju dg Pak Purbaya Menteri keuangan bea cukai itu ladang basah tempat para mafia pelabuhan melakukan korupsi sejak era orde baru sampai saat ini Orang orang bea cukai gak ada yg hidupnya miskin,negatif
934,Investor mencermati dampak pergantian Menteri Keuangan terhadap pasar saham,negatif
935,Menkeu Purbaya sentil BNPB amp Menteri PU,negatif
936,Prestasi Menteri Keuangan baru Day 1 Ngomong sak karepe dewe Day 2 Didemo mahasiswa Minta maaf Day 3 Dimarahi anggota DPR Luar biasa,negatif
937,Sri Mulyani Mundur atau Dicopot dari Menteri Keuangan Ini Jawaban Mensesneg,negatif
938,Cek Fakta Tidak Benar Ini Video Menteri Keuangan Sri Mulyani Mundur dari Kabinet,negatif
939,Demo BEM UI di DPR desak Purbaya Yudhi Sadewa dicopot dari Menteri Keuangan Baru beberapa hari jadi Menkeu mengganti Sri Mulyani sudah banyak drama bacot dan anaknya juga ikut ikutan Ada yg tidak beres nih attitudenya,negatif
940,Hasyim Sebut Sri Mulyani Dijadikan Kambing Hitam Beliau Mundur Karena Negara Tak Melindungi,negatif
941,Loh kok dua kali jd menteri keuangan baru melakukan efisiensi Padahal stiap anggaran kementrian amp lmbaga negara di ajukan dulu Kemenkeu amp dianalisa sbelum di ajukan ke Banggar DPR kira2 pengajuan anggarannya benar ato cuma anggaran ngabisin duit negara He he,negatif
942,Dari sekian banyak menteri yg benar2 pilihan pak Prabowo hanya pak Purbaya menteri keuangan kita Menteri2 kabinet ini sebagai besar titipan dari pemimpin terdahulu,negatif
943,Spekulasi publik soal pilihan Presiden terhadap Menteri Keuangan baru,negatif
944,Serah terima jabatan Menteri Keuangan berlangsung resmi,negatif
945,Penunjukan wakil Menteri Keuangan baru,negatif
946,Pengamat Penundaan Transfer DAU Efek Pergantian Menteri Keuangan,negatif
947,Menteri Keuangan Menkeu Purbaya Yudhi Sadewa geram saat mengetahui ada pegawai pajak yang melakukan penagihan tak masuk akal Hal itu terungkap dari aduan masyarakat yang diterima Kemenkeu daro layanan WhatsApp Lapor Pak Purbaya Purbaya blak blakan bahwa ada pegawai pajak,negatif
948,Perdagangan sesi 1 IHSG ditutup dengan turun 1 66 Transisi menteri keuangan membutuhkan waktu untuk menarik kepercayaan investor asing Pergantian Sri Mulyani tentu membuat pasar panik karena investor khawatir disiplin fiskal akan kendor,positif
949,Gerindra Bantah Isu Pergantian Menteri Keuangan Sri Mulyani,negatif
950,Pendukung Prabowo Gerah dengan Sri Mulyani Kapan Menteri Ini Diganti Kerjanya Hanya Memeras Rakyat,positif
951,Pak purbaya ya menteri keuangan Isinya saya lihat sharing bobrok nya pemerintah Busuknya birokrasi Itu yang bagi saya point pentingnya Jadi kalau daerah KEUANGAN sudah busuk sekali puluhan tahun Kenapa baru sekarang ramai,negatif
952,Menteri Keuangan Sri Mulyani sedang mempersiapkan Peraturan Menteri Keuangan baru yang akan mengatur tentang pelarangan dan pembatasan impor barang bawaan penumpang dari luar negeri Langkah ini merupakan kelanjutan dari keputusan pemerintah untuk merevisi Peraturan Menteri,negatif
953,Rill Baru bbrp hari lalu bahas sm ibu kos kalo bu sri mulyani diganti siapa yang bisa gantiin Kejadian benerann,negatif
954,Saham Emiten Rokok Menguat Usai Sri Mulyani Diganti Purbaya Market,negatif
955,Perdagangan sesi 1 IHSG ditutup dengan turun 1 66 Transisi menteri keuangan membutuhkan waktu untuk menarik kepercayaan investor asing Pergantian Sri Mulyani tentu membuat pasar panik karena investor khawatir disiplin fiskal akan kendor,positif
956,Pergantian Menteri Keuangan menjadi sorotan utama dalam reshuffle kabinet,negatif
957,Pergantian Menteri Keuangan dari Sri Mulyani ke Purbaya Yudhi Sadewa dipastikan tidak akan mengganggu rencana program kredit usaha rakyat bidang perumahan,negatif
958,Sangat setuju dg Pak Purbaya Menteri keuangan bea cukai itu ladang basah tempat para mafia pelabuhan melakukan korupsi sejak era orde baru sampai saat ini Orang orang bea cukai gak ada yg hidupnya miskin,negatif
959,Isu Sri Mulyani Mundur sudah Muncul sejak Zaman Jokowi,negatif
960,mimpi malah degdegan parah backgroundku memang didunia nyata ada akuntansi tp gak expect tbtb dites masalah siklus akuntansi yang nguji pak purbaya pak menteri keuangan mana ujiannya oral,negatif
961,Netizen menyoroti gaya komunikasi Menteri Keuangan baru,negatif
962,Reshuffle kabinet mengejutkan publik terutama karena pergantian Menteri Keuangan,negatif
963,Hatta Isu Itu 1 000 Persen Tak Benar Isu pergantian Menteri Keuangan Mekeu Sri Mulyani berhembus kencang Namu,negatif
964,Fokus kebijakan awal Menteri Keuangan baru pada UMKM,negatif
965,Harusnya Sri Mulyani dapat apresiasi masyarakat Itu dulu Ketika itu santer disebut Sri Mulyani mundur dari Kabinet Jokowi Penyebabnya MK kabulkan putusan meloloskan Gibran anak Jokowi presiden ketika itu Ini dianggap melanggar etika,positif
966,2 Kepercayaan Investor Menurun Penurunan peringkat investasi Indonesia oleh lembaga seperti Goldman Sachs dan Morgan Stanley sebelumnya di 2025 mencerminkan kekhawatiran global terhadap prospek ekonomi Indonesia Isu pergantian Menteri Keuangan dan ketidakpastian politik,positif
967,Pergantian Menteri Keuangan dianggap membawa risiko besar bagi masyarakat,negatif
968,Pengangkatan Menteri Keuangan baru di China jadi pembanding,negatif
969,Sehebat apa kampus Menteri Keuangan Pak Purbaya Purdue University,negatif
970,Siapa yg diuntungkan kalo Sri Mulyani mundur,negatif
971,Interaksi santai publik dengan Menteri Keuangan baru,negatif
972,Sindiran publik terhadap kinerja awal Menteri Keuangan baru,negatif
973,Menteri Keuangan Menkeu Purbaya Yudhi Sadewa menyindir para perusahaan batu bara yang tengah melakukan protes terkait dengan rencana pengenaan bea keluar untuk komoditas batu bara pada awal tahun ini Baca selengkapnya AM,negatif
974,kak pak purbaya menteri keuangan indo pake lagu GO,negatif
975,Menanti Gebrakan Menkeu Purbaya Yudhi Sadewa Pergantian Menteri Keuangan dari Sri Mulyani Indrawati kepada Purbaya Yudhi Sadewa terus memunculkan respons dari kalangan ekonom dan akademisi Salah satunya datang dari Direktur Riset Institute for Development of Economics and,positif
976,bahaya bgt ini negara sampe sri mulyani diganti siaga 3,negatif
977,Dukungan publik terhadap Menteri Keuangan baru,positif
978,Indef Agus Marto Tak Cocok di Bank Indonesia pergantian Menteri Keuangan sangat berisi,negatif
979,Alhamdulillah bisa bersilaturahmi dengan Menteri Keuangan Menkeu Pak Purbaya Yudhi Sadewa Kami berdiskusi di kantor beliau tentang banyak hal Utamanya bagaimana Kadin Indonesia sebagai mitra strategis pemerintah bisa berkolaborasi dengan Kemenkeu,negatif
980,Sri Mulyani diganti serius,negatif
981,Isu pergantian Menteri Keuangan menjadi sorotan pelaku bisnis,negatif
982,Ramalan Anak Menkeu Purbaya Saham Ini Calon Multibagger 2026,negatif
983,Latar belakang pendidikan Menteri Keuangan baru dibahas publik,negatif
984,Berita resmi pelantikan Menteri Keuangan baru,negatif
985,Ternyata Bu Sri Mulyani bisa diganti juga,negatif
986,Iki sik salah satu utama ditunggu pasar kepercayaan pasar thd kredibilitas sosok calon menkeu sangat berpengaruh,positif
987,Reaksi netizen terhadap Menteri Keuangan baru beragam,negatif
988,Menkeu Purbaya Pede Ekonomi Indonesia Tumbuh 6 Persen di 2026,positif
989,wow sri mulyani diganti,negatif
990,Pergantian Menteri Keuangan terus menjadi sorotan Sejumlah analis internasional menilai reshuffle yang dilakukan Presiden Prabowo Subianto berpotensi membawa perubahan besar terhadap arah kebijakan fiskal Indonesia,negatif
991,Menteri Keuangan Menkeu Sri Mulyani menjadi salah satu menteri yang diganti atau direshuffle oleh Presiden Prabowo Subianto pada Senin 8 9 2025 Baca di sini TA,negatif
992,Menko Luhut B Pandjaitan bersama Menteri Keuangan Sri Mulyani Indrawati berdiskusi dengan tokoh tokoh dunia Menko Luhut mengajak dan meyakinkan para investor luar negeri untuk berinvestasi di Indonesia,negatif
993,Menteri Keuangan Purbaya Yudhi Sadewa membacakan sejumlah laporan masyarakat yang masuk lewat kanal Lapor Pak Purbaya Selengkapnya di video berikut ini,negatif
994,Pemerintah optimistis terhadap kebijakan Menteri Keuangan baru,positif
995,Istana Belum Mau Singgung Pergantian Menteri Keuangan Ads,negatif
996,Efek kebijakan Menteri Keuangan baru terhadap sistem pajak,negatif
997,Presiden menggelar diskusi ekonomi nasional pasca pergantian Menteri Keuangan,negatif
998,Penunjukan wakil Menteri Keuangan baru,negatif
999,Ini Alasan DPR Minta Tambahan Calon Gubernur BI Pergantian Menteri Keuangan dinilai akan mempengaruhi perekon,negatif
1000,Pegawai Kemenkeu ber pura pura sedih Sri Mulyani mundur Ya karena udah dikasih kenaikan 300,negatif
